id,node_id,position
6387826,441517784,4
6387826,4176383894,5
6389906,53136868,0
6389906,259754447,1
6389906,259754448,2
6389906,259754449,3
6389906,3181367414,4
6389906,259754450,5
6389906,259754451,6
6389906,259754452,7
6389906,259754453,8
6389906,53057078,9
6389906,259754571,10
6389906,259754572,11
6389906,259754573,12
6389906,259754574,13
6389906,259754575,14
6389906,53136870,15
6390729,53079971,0
6390729,4703315690,1
6390729,53126603,2
6390729,53137824,3
6390729,53073788,4
6392046,53139464,0
6392046,53095298,1
6393311,53140913,0
6393311,1349902770,1
6393311,1349902647,2
6393311,1349902652,3
6393311,1349902667,4
6393311,53042823,5
6393311,53140915,6
6393311,53140917,7
6393311,1349902634,8
6393311,1349902603,9
6393311,53140918,10
6393311,53140919,11
6393311,1349902673,12
6393311,1349902731,13
6393311,1349902774,14
6393311,1349902699,15
6393311,1349902682,16
6393311,53140920,17
6393311,1349902744,18
6393311,53140923,19
6393311,1349902756,20
6393311,53140925,21
6393311,1349902616,22
6393311,53140928,23
6393311,53140931,24
6393311,1349902703,25
6393311,1349902677,26
6393311,1349902678,27
6393311,53140933,28
6393311,53042827,29
6393311,53140938,30
6393311,1349902650,31
6393311,1349902623,32
6393311,1349902621,33
6393311,1349902606,34
6393311,53140940,35
6393311,53065767,36
6394244,53074003,0
6394244,310972900,1
6394244,310972901,2
6394244,310972903,3
6394244,310972905,4
6394244,53127592,5
6394244,53131603,6
6395364,53116471,0
6395364,2839029103,1
6395364,53029018,2
6395364,2839029102,3
6395364,57705316,4
6396679,53030646,0
6396679,720624878,1
6396679,3682678175,2
6396679,3682678207,3
6396679,53098580,4
6397625,53059961,0
6397625,4350554996,1
6397625,283261624,2
6397625,53145686,3
6398493,53146829,0
6398493,53057981,1
6398493,4878865944,2
6398493,4878865945,3
6398493,4878865946,4
6398493,593167922,5
6398493,53100273,6
6398493,593167926,7
6398493,593167928,8
6398493,593167930,9
6398493,53139118,10
6399418,53022887,0
6399418,441519165,1
6399418,53022882,2
6400181,53145383,0
6400181,53148738,1
6401066,53149665,0
6401066,4931046422,1
6401066,53149666,2
6401066,926012153,3
6401066,4931046421,4
6401066,926012151,5
6401066,4931045720,6
6401066,2562130614,7
6401066,926012152,8
6401066,53117041,9
6401915,53037015,0
6401915,703006294,1
6401915,703006295,2
6401915,703006296,3
6401915,256329563,4
6401915,53038987,5
6401915,53150789,6
6401915,256329502,7
6401915,703006297,8
6401915,256329503,9
6401915,256329504,10
6401915,703006298,11
6401915,256329505,12
6401915,703006299,13
6401915,703006300,14
6401915,256329506,15
6401915,256329507,16
6401915,256329508,17
6401915,256329509,18
6401915,256329510,19
6401915,53080557,20
6401915,256331771,21
6401915,256331772,22
6401915,256331773,23
6401915,256331774,24
6401915,256331775,25
6401915,256331776,26
6401915,256331777,27
6401915,256331778,28
6401915,256331779,29
6402685,53143998,0
6402685,53021682,1
6403449,53142479,0
6403449,53108767,1
6403449,3293378164,2
6403449,242163845,3
6403449,53149509,4
6403449,53123728,5
6404195,53123216,0
6404195,53117518,1
6404850,53025500,0
6404850,218343225,1
6404850,218343226,2
6404850,218343227,3
6404850,266731170,4
6404850,218343228,5
6404850,53048010,6
6405593,53024862,0
6405593,663306841,1
6405593,1212905299,2
6405593,1212905343,3
6405593,53134291,4
6405593,53055132,5
6406453,53139841,0
6406453,4976645156,1
6406453,53061130,2
6407295,272111555,0
6407295,53157099,1
6407295,53123755,2
6408184,53093696,0
6408184,53116095,1
7852666,57852870,0
7852666,243817075,1
7852666,243817074,2
7852666,243817073,3
7852666,243817072,4
7852666,243817071,5
7852666,243817070,6
7853805,57796381,0
7853805,2392122486,1
7853805,2392122496,2
7853805,57796383,3
7853805,936105095,4
7853805,2392122415,5
7853805,2392122394,6
7853805,936105080,7
7853805,936105083,8
7853805,936105084,9
7853805,2392122511,10
7853805,936105086,11
7853805,936111216,12
7853805,2392122568,13
7853805,936105092,14
7853805,936105096,15
7853805,936110985,16
7853805,2392122582,17
7853805,936105097,18
7853805,2392122591,19
7853805,936105078,20
7853805,2392122593,21
7853805,936105085,22
7853805,936105087,23
7853805,2392122637,24
7853805,2392122656,25
7853805,936105088,26
7853805,2392122652,27
7854793,57803782,0
7854793,57803784,1
7854793,57803785,2
7854793,57803787,3
7854793,3526547355,4
7854793,3526547357,5
7854793,3526547358,6
7854793,3526547359,7
7854793,3526547361,8
7854793,3526547363,9
7854793,3526547364,10
7854793,57803791,11
7855371,57808366,0
7855371,57808367,1
7855371,4440034113,2
7855371,57808369,3
7855371,4440034118,4
7855371,57808371,5
7855371,57808374,6
7855371,57808376,7
7855958,57812998,0
7855958,2461257134,1
7855958,4927419534,2
7855958,4927419535,3
7855958,57812988,4
7856709,57815987,0
7856709,2511716864,1
7856709,57818014,2
7857287,57821800,0
7857840,57825005,0
7857840,57813061,1
7858405,57828649,0
7858405,4883732230,1
7858405,4883731915,2
7858405,57828650,3
7858405,3331343366,4
7858405,3331343372,5
7858838,4595638587,0
7858838,4924733238,1
7858838,1804181961,2
7858838,57831506,3
7858838,5051840949,4
7859381,57834823,0
7859381,2507500319,1
7859381,4931106670,2
7859381,4931106669,3
7859381,4931106668,4
7859381,2507500320,5
7859381,57834825,6
7859894,57808584,0
7859894,2807884026,1
7859894,57838086,2
7859894,2807884002,3
7859894,57838088,4
7860520,57842820,0
7860520,4385096323,1
7860520,57842822,2
7860520,4385096330,3
7860520,2315633749,4
7860520,2315633738,5
7860520,57842824,6
7860520,57842827,7
7860520,57842828,8
7860520,2315659335,9
7860520,2315659299,10
7860520,57842829,11
7860520,2315659333,12
7860520,416135066,13
7860520,416135067,14
7860520,2315659280,15
7860520,416135068,16
7860520,2315659197,17
7860520,416135070,18
7861078,57846580,0
7861078,2511732734,1
7861078,348588875,2
7861078,348588878,3
7861078,57844773,4
7861592,57828693,0
7861592,57849729,1
7861592,1727614433,2
7861592,57806348,3
7861592,4386686405,4
7861592,3102984953,5
7861592,3222343344,6
7861592,4876477145,7
7861592,4386686404,8
7861592,57849730,9
7861592,4386686403,10
7861592,57849732,11
7861592,4386686402,12
7861592,4386686399,13
7861592,2520483970,14
7861592,3222343342,15
7861592,4386686408,16
7861592,347719540,17
7861592,57849733,18
7862183,57853818,0
7862183,57853820,1
7862925,57811328,0
7862925,57858804,1
7863492,57853135,0
7863492,4927444100,1
7863492,418971506,2
7863492,418971507,3
7863492,4927444099,4
7863492,57862963,5
7863492,57862966,6
7863492,4927444098,7
7863492,57862967,8
7864057,57821559,0
7864057,57867303,1
7864619,57870647,0
7864619,57870648,1
7864999,57785279,0
7864999,57873547,1
7864999,357594172,2
7864999,357594174,3
7865502,57876632,0
7865502,57876635,1
7865997,57878999,0
7865997,627288047,1
7865997,57879000,2
7865997,57879002,3
7865997,57879006,4
7865997,57879014,5
7865997,355980252,6
7866587,57813552,0
7866587,57823518,1
7866587,347537188,2
7866587,366492518,3
7866587,57835782,4
7866587,366492517,5
7866587,57882300,6
7866587,57882301,7
7866587,57882304,8
7866587,57882306,9
7866587,57882307,10
7866587,57882310,11
7866587,57849388,12
7866587,57882311,13
7866587,57882312,14
7866587,57882314,15
7866587,57806495,16
7867074,602423250,0
7867074,4749315300,1
7867074,57885325,2
7867074,2062798930,3
7867074,301015831,4
7867074,2062798972,5
7867074,301015832,6
7867074,301015830,7
7867074,57885326,8
7867569,57887949,0
7867569,581534074,1
7867569,581534076,2
7867569,581534079,3
7868181,57880225,0
7868181,57891263,1
7868181,2508890344,2
7868181,2508890342,3
7868708,57823160,0
7868708,575677342,1
7868708,57881432,2
7868708,57887871,3
7868708,803091738,4
7868708,57894034,5
7868708,803091728,6
7868708,803091690,7
7868708,57894036,8
7868708,57894038,9
7868708,57894040,10
7868708,57885446,11
7868708,350756879,12
7868708,57894043,13
7868708,57894045,14
7868708,351692363,15
7868708,351692366,16
7868708,57863934,17
7868708,57854561,18
7868708,350739655,19
7868708,57863517,20
7869145,57896539,0
7869145,57896540,1
7869145,57896541,2
7869145,57896542,3
7869145,57896545,4
7869145,57896525,5
7869601,57834187,0
7869601,57898977,1
7870233,57874546,0
7870233,2405402979,1
7870233,2405402981,2
7870233,260603187,3
7870233,2405402982,4
7870233,260603182,5
7870233,2405402984,6
7870233,2405402985,7
7870233,260603183,8
7870233,2405402987,9
7870233,260603184,10
7870233,2405402990,11
7870233,2405402997,12
7870233,57903409,13
7870684,57905755,0
7870684,57905757,1
7871222,57908469,0
7871222,5126952236,1
7871222,57908470,2
7871683,57898081,0
7871683,3526548362,1
7871683,3526548359,2
7871683,3526548349,3
7871683,57911355,4
7872151,4621554659,0
7872151,57913783,1
7872151,539996550,2
7872151,442845368,3
7872151,539996549,4
7872151,442845369,5
7872151,442845371,6
7872151,2637705195,7
7872151,57913786,8
7872151,2637705264,9
7872151,442845377,10
7872151,539996548,11
7872151,2637705205,12
7872151,442845379,13
7872151,539996547,14
7872151,442845381,15
7872151,57913787,16
7872151,442845385,17
7872151,442845386,18
7872151,442845387,19
7872151,442845388,20
7872151,442845389,21
7872151,442845390,22
7872151,57913788,23
7872151,2637705234,24
7872151,442845391,25
7872151,57913789,26
7872151,2637705248,27
7872151,57913790,28
7872151,442845392,29
7872151,442845393,30
7872151,442845394,31
7872151,4976705060,32
7872151,4976705061,33
7872151,4976705062,34
7872151,4976705063,35
7872151,4976705064,36
7872151,4976705065,37
7872151,4976705066,38
7872151,4976705067,39
7872151,4976705068,40
7872151,4976705069,41
7872151,4976705070,42
7872151,4976705071,43
7872151,4976705072,44
7872151,4976705073,45
7872646,57846866,0
7872646,57916282,1
7872646,57916284,2
7872646,417766010,3
7872646,417766011,4
7873213,57907581,0
7873213,2521648671,1
7873213,2521648669,2
7873213,57919205,3
7873734,57849450,0
7873734,4924742826,1
7873734,353376781,2
7873734,353376785,3
7873734,57921814,4
7874159,2462490564,0
7874159,2462490565,1
7874159,57924221,2
7874741,57927210,0
7874741,57823821,1
7874741,57927211,2
7874741,4830004086,3
7874741,4830004085,4
7875454,57930812,0
7875454,2461257208,1
7875454,57930813,2
7875985,57812799,0
7875985,57830511,1
7876556,57865630,0
7876556,57936708,1
7877144,57898147,0
7877144,57939683,1
7877144,442816270,2
7877144,442816275,3
7877683,57814149,0
7877683,57942077,1
7878123,57944258,0
7878123,57880178,1
7878706,57936883,0
7878706,57947500,1
7878706,57947502,2
7879327,57950540,0
7879327,57950541,1
7879327,4598675891,2
7879327,4598675890,3
7879327,4598675889,4
7879327,4598675888,5
7879327,4598675887,6
7879327,4598675886,7
7879900,57923550,0
7879900,57953421,1
7879900,348389162,2
7880436,57928894,0
7880436,57956263,1
7880996,57848308,0
7880996,57958410,1
7881823,57909473,0
7881823,57915291,1
7881823,57929786,2
7881823,262294297,3
8914993,663082994,0
8914993,65280550,1
8914993,1723515328,2
8914993,4690033972,3
8914993,65280543,4
8914993,1723515334,5
8914993,4003624575,6
8915385,65284600,0
8915385,764840893,1
8915385,764840797,2
8915385,764840894,3
8915385,65284755,4
8915385,764840896,5
8915385,764840897,6
8915385,764840898,7
8915385,65284757,8
8915385,764840944,9
8915889,65282059,0
8915889,1201417904,1
8916252,65292479,0
8916252,65292481,1
8916252,65292495,2
8916451,4062847056,0
8916451,65297108,1
8916451,4062847020,2
8916637,65301218,0
8916637,65301220,1
8916825,65304880,0
8916825,65304882,1
8916825,65304889,2
8916994,65307916,0
8916994,65307920,1
8917174,65312158,0
8917174,1266445598,1
8917174,65312159,2
8917174,65312160,3
8917174,65312162,4
8917174,1266422705,5
8917174,65312163,6
8917174,1266422694,7
8917174,539990278,8
8917174,1266422706,9
8917174,65312164,10
8917332,65298533,0
8917332,1735964812,1
8917332,1735964574,2
8917332,1735964669,3
8917332,65315149,4
8917332,1735964822,5
8917332,1735964697,6
8917501,65300093,0
8917501,65319587,1
8917688,297857226,0
8917688,764842866,1
8917688,764842845,2
8917688,615405950,3
8917688,764842846,4
8917688,65320831,5
8917688,65288637,6
8917688,764842848,7
8917688,764842849,8
8917688,615405951,9
8917688,764842868,10
8917688,764842850,11
8917688,297857226,12
8917844,65325769,0
8917844,65322319,1
8917844,65288857,2
8918385,65312564,0
8918385,65329022,1
8918877,65332045,0
8918877,1735965969,1
8918877,1711297055,2
8918877,1711296573,3
8918877,1711296912,4
8918877,65332046,5
8918877,65298596,6
8919073,65335536,0
8919073,2327610335,1
8919073,2317662715,2
8919218,65292278,0
8919218,65337609,1
8919218,65337611,2
8919218,65337616,3
8919218,65337619,4
8919218,65337621,5
8919218,65337624,6
8919218,65337626,7
8919218,65337628,8
8919218,65333203,9
8919218,65302325,10
8919433,65325043,0
8919433,65342530,1
8919624,65328644,0
